company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),price,resolution,screentype,touchscreen,cpu_freq(GHz),memory_1_sto(GB),memory_1_type,memory_2_sto(GB),memory_2_type,cpu_brand,gpu_brand
Asus,Rog GL752VW-T4308T,Gaming,17.3,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,3.52,1312.49,1920x1080,,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Intel Atom X5-Z8350 ,4,Intel HD Graphics 400,Windows 10,1.35,196.0,1920x1080,,0.0,1.44,32,FlashStorage,0,NaN,Intel,Intel
HP,Spectre Pro,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.16,1690.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.43,1513.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Linux,2.09,523.63,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Asus,VivoBook Max,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,435.0,1366x768,,0.0,2.4,1000,HDD,0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.8,1669.0,1920x1080,IPSPanel,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 ,4,Intel HD Graphics 400,Windows 10,0.69,479.0,1920x1200,IPSPanel,1.0,1.44,64,FlashStorage,0,NaN,Intel,Intel
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 7,1.26,1895.0,1366x768,,0.0,2.4,256,SSD,0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1060,No OS,2.4,989.0,1920x1080,IPSPanel,0.0,2.5,128,SSD,1000,HDD,Intel,Nvidia
HP,Omen -,Gaming,17.3,Intel Core i5 6300HQ ,8,Nvidia GeForce GTX 1060,Windows 10,3.35,1129.0,1920x1080,IPSPanel,0.0,2.3,128,SSD,1000,HDD,Intel,Nvidia
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.04,629.0,1366x768,,0.0,2.7,2000,HDD,0,NaN,Intel,Intel
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Intel Core i7 6600U ,8,Nvidia Quadro M500M,Windows 7,1.8,2050.38,1920x1080,IPSPanel,1.0,2.6,512,SSD,0,NaN,Intel,Nvidia
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.5,278.0,1366x768,,0.0,1.1,32,FlashStorage,0,NaN,Intel,Intel
HP,250 G6,Ultrabook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.84,752.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.23,616.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Intel Core i7 6500U ,16,AMD Radeon R7 M360,Windows 10,2.5,1099.0,1920x1080,,0.0,2.5,1000,Hybrid,0,NaN,Intel,AMD
HP,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ ,8,Nvidia Quadro M3000M,Windows 7,3.0,3949.4,1920x1080,IPSPanel,0.0,2.6,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.5,784.0,1366x768,,0.0,2.5,1000,HDD,0,NaN,Intel,AMD
MSI,GT72S Dominator,Gaming,17.3,Intel Core i7 6820HQ ,16,Nvidia GeForce GTX 980M,Windows 10,3.78,2399.0,1920x1080,,0.0,2.7,256,SSD,1000,HDD,Intel,Nvidia
HP,EliteBook 850,Ultrabook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.88,2171.72,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6600U ,16,Intel HD Graphics 520,Windows 10,2.8,2440.0,2560x1440,IPSPanel,1.0,2.6,512,SSD,0,NaN,Intel,Intel
MSI,GP62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,1142.8,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,1.48,1629.0,1920x1080,,1.0,2.4,256,SSD,0,NaN,Intel,Intel
HP,ZBook 15,Workstation,15.6,Intel Core i7 6700HQ ,8,Nvidia Quadro M1000M,Windows 7,2.59,2229.0,1920x1080,IPSPanel,0.0,2.6,256,SSD,0,NaN,Intel,Nvidia
HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,1.48,1799.0,2560x1440,,1.0,2.6,256,SSD,0,NaN,Intel,Intel
HP,ZBook Studio,Workstation,15.6,Intel Core i7 6700HQ ,8,Nvidia Quadro M1000M,Windows 7,2.0,1899.0,1920x1080,,0.0,2.6,256,SSD,0,NaN,Intel,Nvidia
HP,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.26,2296.95,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,2.18,1009.9,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
HP,EliteBook 850,Notebook,15.6,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.88,1579.0,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.27,2339.0,2560x1440,IPSPanel,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.9,339.0,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,AMD E-Series 7110 ,4,AMD Radeon R2 Graphics,Windows 10,1.86,297.0,1366x768,,0.0,1.8,500,HDD,0,NaN,AMD,AMD
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Intel Core i5 6200U ,8,AMD Radeon R5 M330,No OS,2.32,599.0,1920x1080,,0.0,2.3,1000,HDD,0,NaN,Intel,AMD
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,1199.0,1920x1080,,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
Dell,XPS 15,Notebook,15.6,Intel Core i5 6300HQ ,8,Nvidia GeForce 960M,Windows 10,2.04,2250.68,3840x2160,IPSPanel,1.0,2.3,256,SSD,0,NaN,Intel,Nvidia
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,AMD A6-Series A6-9220 ,4,AMD Radeon 520,Windows 10,1.91,478.89,1920x1080,,0.0,2.5,256,SSD,0,NaN,AMD,AMD
MSI,GP72M 7REX,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1492.8,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Lenovo,ThinkPad T460s,Ultrabook,14.0,Intel Core i7 6600U ,12,Intel HD Graphics 520,Windows 7,1.4,2299.0,1920x1080,,0.0,2.6,512,SSD,0,NaN,Intel,Intel
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Intel Core i5 6200U ,8,AMD Radeon R5 M330,Windows 10,2.5,788.49,1920x1080,,0.0,2.3,1000,Hybrid,0,NaN,Intel,AMD
HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,1.48,2041.0,2560x1440,,1.0,2.6,512,SSD,0,NaN,Intel,Intel
Lenovo,ThinkPad T460,Ultrabook,14.0,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 7,1.7,1499.0,1920x1080,,0.0,2.6,256,SSD,0,NaN,Intel,Intel
MSI,GS40 Phantom,Gaming,14.0,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,1.7,1769.0,1920x1080,,0.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
HP,Pavilion 15-cb003nv,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.62,899.0,1920x1080,IPSPanel,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.2,459.0,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
HP,250 G4,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,No OS,2.1,476.99,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1498.0,3840x2160,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.95,1390.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Intel Core i3 6006U ,4,Nvidia GeForce 920MX ,Windows 10,2.2,468.0,1920x1080,,0.0,2.0,1000,HDD,0,NaN,Intel,Nvidia
HP,Stream 14-AX000nv,Notebook,14.0,Intel Celeron Dual Core N3060 ,2,Intel HD Graphics 400,Windows 10,1.44,249.0,1366x768,,0.0,1.6,32,FlashStorage,0,NaN,Intel,Intel
MSI,PL60 7RD,Gaming,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,839.0,1920x1080,IPSPanel,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
HP,250 G5,Notebook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.96,679.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,2.1,1159.0,1920x1080,,0.0,1.8,512,SSD,0,NaN,Intel,Intel
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 ,4,Intel HD Graphics,Windows 10,2.2,369.0,1366x768,,0.0,1.6,500,HDD,0,NaN,Intel,Intel
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,No OS,2.1,398.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,No OS,2.2,709.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,769.0,1920x1080,,0.0,2.4,256,SSD,0,NaN,Intel,Intel
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Intel Core i7 6500U ,4,Intel HD Graphics 520,Windows 7,2.32,825.0,1920x1080,,0.0,2.5,1000,Hybrid,0,NaN,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960,Windows 10,3.31,1305.0,1920x1080,IPSPanel,0.0,2.6,512,SSD,0,NaN,Intel,Nvidia
MSI,GS60 Ghost,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,1.91,2153.37,1920x1080,,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.07,650.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.36,1637.0,2560x1440,IPSPanel,1.0,2.3,256,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Intel Core i7 7500U ,6,Nvidia GeForce 920M,Windows 10,1.54,831.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GT 940MX,Linux,1.98,895.01,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.1,333.0,1366x768,,0.0,2.0,500,HDD,0,NaN,Intel,Intel
HP,Pavilion 15-BC000nv,Notebook,15.6,Intel Core i7 6700HQ ,6,Nvidia GeForce GTX 960M,Windows 10,2.18,799.0,1920x1080,IPSPanel,0.0,2.6,1000,HDD,0,NaN,Intel,Nvidia
Asus,Rog GL552VW-DM201T,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.591,909.0,1920x1080,IPSPanel,0.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,2.09,1179.0,1920x1080,,1.0,2.7,512,SSD,0,NaN,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.23,691.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 6300U ,8,Intel HD Graphics 520,Linux,1.23,1099.0,3200x1800,,1.0,2.4,256,SSD,0,NaN,Intel,Intel
Acer,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.2,2599.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,819.0,1920x1080,IPSPanel,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
HP,250 G6,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.86,485.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 5300,Mac OS X,0.92,1163.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.1,256,FlashStorage,0,NaN,Intel,Intel
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.6,1199.0,1920x1080,IPSPanel,1.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,Pavilion Power,Notebook,15.6,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1050,Windows 10,2.21,1327.0,1920x1080,IPSPanel,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,No OS,1.9,368.0,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,AMD
Asus,Rog G752VY-GC229T,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.3,2150.0,1920x1080,IPSPanel,0.0,2.6,512,SSD,1000,HDD,Intel,Nvidia
Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Linux,2.1,272.0,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
MSI,GS73VR 7RF,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.43,2048.9,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R7 M440,Windows 10,2.3,499.0,1366x768,,0.0,2.0,128,SSD,0,NaN,Intel,AMD
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i7 6500U ,8,Nvidia GeForce 920MX,No OS,2.2,629.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Nvidia
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,2.0,1285.0,1920x1080,,1.0,1.8,512,SSD,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.2,2680.0,3200x1800,,1.0,2.7,512,SSD,0,NaN,Intel,Intel
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.2,1169.0,1920x1080,,0.0,2.6,1000,HDD,0,NaN,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.36,889.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,AMD
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.91,579.0,1366x768,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD E-Series 9000 ,4,AMD Radeon R2 Graphics,Windows 10,2.2,299.0,1366x768,,0.0,2.2,500,HDD,0,NaN,AMD,AMD
Acer,Aspire E5-774G,Notebook,17.3,Intel Core i3 6006U ,8,Nvidia GeForce 940MX,Windows 10,3.3,629.0,1600x900,,0.0,2.0,1000,HDD,0,NaN,Intel,Nvidia
Asus,Rog Strix,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.2,2449.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 515,Mac OS X,0.92,1279.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.2,512,FlashStorage,0,NaN,Intel,Intel
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.2,1749.0,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
MSI,GS73VR Stealth,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.43,1948.99,1920x1080,IPSPanel,0.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 7579,2 in 1 Convertible,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.191,999.0,1920x1080,IPSPanel,1.0,2.5,256,SSD,0,NaN,Intel,Intel
Asus,ROG Strix,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.9,1949.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,Intel Celeron Dual Core 3205U ,2,Intel HD Graphics,Chrome OS,1.3,174.0,1366x768,,0.0,1.5,32,SSD,0,NaN,Intel,Intel
Acer,E5 774G,Notebook,17.3,Intel Core i3 6006U ,4,Nvidia GeForce 940MX,Windows 10,3.3,598.0,1600x900,,0.0,2.0,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,No OS,2.8,539.0,1600x900,,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,1272.0,1920x1080,IPSPanel,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Intel Core i7 7Y75 ,8,Intel HD Graphics 615,Windows 10,1.2,1149.0,1920x1080,IPSPanel,1.0,1.3,256,SSD,0,NaN,Intel,Intel
Lenovo,Thinkpad T560,Notebook,15.6,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,2.3,1529.0,1920x1080,IPSPanel,0.0,2.6,256,SSD,0,NaN,Intel,Intel
MSI,GP62MVR 6RF,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.2,1476.11,1920x1080,,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,AMD A12-Series 9720P ,6,AMD Radeon 530,Windows 10,2.1,529.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,AMD,AMD
Dell,Latitude E7270,Ultrabook,12.5,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 7,1.26,1713.37,1920x1080,,1.0,2.4,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5578,2 in 1 Convertible,15.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.08,509.0,1920x1080,,1.0,2.4,500,HDD,0,NaN,Intel,Intel
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,2.65,309.0,1366x768,,0.0,1.6,1000,HDD,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.29,1477.0,3200x1800,,1.0,2.7,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 520,Linux,2.18,521.86,1366x768,,0.0,2.5,1000,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960M,Windows 10,2.6,1029.0,1920x1080,IPSPanel,1.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
MSI,GL62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1149.0,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Lenovo,ThinkPad Yoga,Netbook,12.5,Intel Core i7 6500U ,16,Intel HD Graphics 520,Windows 10,1.3,1650.0,1920x1080,IPSPanel,1.0,2.5,512,SSD,0,NaN,Intel,Intel
Razer,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.95,3499.0,1920x1080,,0.0,2.8,1000,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,2.3,469.01,1366x768,,1.0,2.4,1000,HDD,0,NaN,Intel,Intel
MSI,GE72VR Apache,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.7,1598.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Apple,MacBook Air,Ultrabook,11.6,Intel Core i5 ,4,Intel HD Graphics 6000,Mac OS X,1.08,959.0,1366x768,,0.0,1.6,256,FlashStorage,0,NaN,Intel,Intel
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,478.0,1920x1080,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.54,2198.19,2560x1440,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.24,737.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
MSI,GL62 6QF,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.3,1169.0,1920x1080,,0.0,2.6,128,SSD,1000,HDD,Intel,Nvidia
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.4,1499.0,1920x1080,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P ,6,AMD Radeon 530,Windows 10,2.2,597.57,1920x1080,,0.0,3.6,256,SSD,0,NaN,AMD,AMD
Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.45,1280.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Acer,Aspire ES1-572,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Linux,2.4,361.8,1366x768,,0.0,2.0,500,HDD,0,NaN,Intel,Intel
Dell,Inspiron 7779,2 in 1 Convertible,17.3,Intel Core i7 7500U ,16,Nvidia GeForce 940MX,Windows 10,2.77,1799.0,1920x1080,,1.0,2.7,512,SSD,0,NaN,Intel,Nvidia
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,1.54,1099.99,1920x1080,,0.0,2.3,256,SSD,0,NaN,Intel,Intel
Asus,Rog GL553VE-FY052T,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1600.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.6,875.0,1366x768,,0.0,2.5,500,HDD,0,NaN,Intel,Intel
Asus,Rog GL502VS,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.34,2325.0,1920x1080,IPSPanel,0.0,2.6,256,SSD,1000,HDD,Intel,Nvidia
