Comment,Emotion
i began to feel strange i thought to myself here it comes,fear
i was feeling calm luckily was not shocked because in my mind i ve been thinking to get standby no matter what was the outcome of the result,joy
i do when i m feeling not too grouchy,anger
i feel less valued cause i dont look good,joy
i feel a violent tug at my eye socket,anger
i wanted everyone no matter what their lifestyle to feel a little bit glamorous,joy
i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger
i don t feel petty,anger
i didn t even feel cranky about it,anger
i sort of feel a bit unsure now as to what to touch upon next,fear
i know that feeling myself the strange sense of serendipity where minds collide between pages,fear
i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,anger
im currently feeling way fucked up with the mother tongue paper,anger
i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway,fear
i feel i was successful in doing that for the waxing moon it s quite a bit different than the hidden sun,joy
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
