,Text,Label,num_chr,num_words,num_sent,Transformer_text
5201,Ugh my leg hurts. Musta overdid it on mon.,0,42,11,2,ugh leg hurt musta overdid mon
5202,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,151,29,5,call germany 1 penny per minute call fixed line via access number 0844 861 85 prepayment direct access
5204,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0,40,9,1,wot student discount u get book
5206,How come she can get it? Should b quite diff to guess rite...,0,61,15,2,come get b quite diff guess rite
5207,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,160,27,3,mobile 11mths update free orange latest colour camera mobile unlimited weekend call call mobile upd8 freefone 08000839402 2stoptxt
5209,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,109,29,4,babe answering ca see maybe better reboot ym got photo great
5210,Hi.what you think about match?,0,30,6,1,think match
5211,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,329,67,6,know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop
5212,Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,91,19,1,dai downloaded exe file run exe installing
5213,It is only yesterday true true.,0,31,7,1,yesterday true true
5214,K.k.how is your business now?,0,29,6,1,business
5215,3 pa but not selected.,0,22,6,1,3 pa selected
5219,Well thats nice. Too bad i cant eat it,0,38,10,2,well thats nice bad cant eat
5220,I accidentally brought em home in the box,0,41,8,1,accidentally brought em home box
5221,Pls she needs to dat slowly or she will vomit more.,0,51,12,1,pls need dat slowly vomit
5222,I have to take exam with in march 3,0,35,9,1,take exam march 3
5223,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,89,24,3,jane babe goin 2 wrk feel ill lst nite foned already cover 4 chuck
5224,5 nights...We nt staying at port step liao...Too ex,0,51,13,1,5 night nt staying port step liao ex
5225,If I die I want u to have all my stuffs.,0,40,12,1,die want u stuff
5226,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""",0,110,31,6,oh fuck juswoke bed boatin dock slept wid 25 year old spinout giv u da gossip l8r xxx
5229,I re-met alex nichols from middle school and it turns out he's dealing!,0,71,15,1,alex nichols middle school turn dealing
5230,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,1,146,27,3,private 2003 account statement fone show 800 point call 08715203656 identifier code 42049 expires
5231,It means u could not keep ur words.,0,35,9,1,mean u could keep ur word
5232,"Nope, I'm still in the market",0,29,8,1,nope still market
5233,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,143,37,3,realise busy guy trying bother get exam outta way try car gr8 day
5235,Hey what how about your project. Started aha da.,0,48,11,2,hey project started aha da
5236,Ok cool. See ya then.,0,21,7,2,ok cool see ya
5237,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,98,23,2,uworld site buying qbank buying self assessment also
5239,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,1,155,28,2,someonone know trying contact via dating service find could call mobile landline 09064015307 box334sk38ch
5240,Yeah I can still give you a ride,0,32,8,1,yeah still give ride
5241,"Jay wants to work out first, how's 4 sound?",0,43,12,1,jay want work first 4 sound
5242,"Gud gud..k, chikku tke care.. sleep well gud nyt",0,48,13,1,gud gud k chikku tke care sleep well gud nyt
5244,Hmm thinking lor...,0,19,4,1,hmm thinking lor
5245,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,133,34,3,course tease know simply must see grin keep posted prey loving smile devouring kiss
5246,thanks for the temales it was wonderful. Thank. Have a great week.,0,66,15,3,thanks temales wonderful thank great week
5247,Thank you princess! I want to see your nice juicy booty...,0,58,13,2,thank princess want see nice juicy booty
5248,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,119,29,3,eaten day sitting staring juicy pizza ca eat med ruining life
5250,U come n search tat vid..not finishd..,0,38,10,1,u come n search tat vid finishd
5251,"K I'm leaving soon, be there a little after 9",0,45,12,1,k leaving soon little 9
5252,Urgent! Please call 09061213237 from a landline. Â£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,127,29,5,urgent please call 09061213237 landline cash 4 holiday await collection c sae po box 177 m227xy
5253,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,99,24,1,yeah work fine started last week stuff dull easy guy fun
5254,You do your studies alone without anyones help. If you cant no need to study.,0,77,17,2,study alone without anyones help cant need study
5255,Please tell me not all of my car keys are in your purse,0,55,13,1,please tell car key purse
5256,I didnt get anything da,0,23,5,1,didnt get anything da
5257,Ok... Sweet dreams...,0,21,5,1,ok sweet dream
5258,Well she's in for a big surprise!,0,33,9,1,well big surprise
5260,1 in cbe. 2 in chennai.,0,23,8,2,1 cbe 2 chennai
5261,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,82,19,1,help u swoop picking u wherever ur bird r meeting u want
5262,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,127,34,3,anyone call treadmill say buy make sure working found ad craigslist selling lt gt
5263,I absolutely LOVE South Park! I only recently started watching the office.,0,74,14,2,absolutely love south park recently started watching office
5264,Did you see that film:),0,23,7,1,see film
5265,Pls speak with me. I wont ask anything other then you friendship.,0,65,14,2,pls speak wont ask anything friendship
5267,Gud ni8.swt drms.take care,0,26,4,1,gud care
5268,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,152,34,2,hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u
5269,Anything lar then Ã¼ not going home 4 dinner?,0,45,10,1,anything lar ã¼ going home 4 dinner
5270,"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""",0,82,24,3,er enjoyin indian mo yep sall good hehe hows bout u shexy pete xx
5271,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1,145,32,2,prize go another customer c polo ltd suite 373 london w1j 6hl please call back busy
5272,Did u fix the teeth?if not do it asap.ok take care.,0,51,14,1,u fix teeth take care
5273,So u wan 2 come for our dinner tonight a not?,0,45,12,1,u wan 2 come dinner tonight
5274,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,152,40,3,u u 2 u b moving flat co need arrange pick lamp etc take care hello caroline
5275,Its too late:)but its k.wish you the same.,0,42,12,1,late
5276,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,101,26,4,hi hope ur day good back walk table booked half eight let know ur coming
5277,Oh yeah clearly it's my fault,0,29,7,1,oh yeah clearly fault
5278,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,63,15,2,dunno leh cant remember mayb lor wat time r meeting tmr
5279,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,168,44,1,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
5280,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,144,27,5,urgent mobile number awarded prize guaranteed call 09061790126 land line claim valid 12hrs 150ppm
5282,"Vikky, come around  &lt;TIME&gt; ..",0,35,12,1,vikky come around lt time gt
5283,"And how you will do that, princess? :)",0,38,11,2,princess
5284,I have gone into get info bt dont know what to do,0,49,12,1,gone get info bt dont know
5285,"Yeah, probably here for a while",0,31,7,1,yeah probably
5288,I'm still pretty weak today .. Bad day ?,0,40,10,1,still pretty weak today bad day
5289,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0,113,26,2,hey forget mine possession property mmm childish smile
5290,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,119,33,1,excellent thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn
5291,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0,50,15,3,hey congrats 2u2 id luv 2 ive 2 go home
5292,Dear where you. Call me,0,23,6,2,dear call
5293,Xy trying smth now. U eat already? We havent...,0,47,12,3,xy trying smth u eat already havent
5294,Urgent! Please call 09061213237 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,155,34,7,urgent please call 09061213237 landline cash luxury 4 canary island holiday await collection c sae po box m227xy 150ppm
5295,I donno its in your genes or something,0,38,8,1,donno gene something
5296,XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1,157,24,1,xmas iscoming ur awarded either cd gift voucher free entry 2 r weekly draw txt music 87066 tnc
5297,Alex says he's not ok with you not being ok with it,0,51,13,1,alex say ok ok
5298,Are u coming to the funeral home,0,32,7,1,u coming funeral home
5299,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,125,27,5,darling sister school resuming minimum wait period reapply take care
5300,I.ll hand her my phone to chat wit u,0,36,9,1,hand phone chat wit u
5301,Well good morning mr . Hows london treatin' ya treacle?,0,55,12,2,well good morning mr hows london treatin ya treacle
5302,I can't make it tonight,0,23,6,1,ca make tonight
5304,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,87,25,3,lt gt buck bank fee fixed better call bank find
5305,"I can. But it will tell quite long, cos i haven't finish my film yet...",0,71,19,2,tell quite long co finish film yet
5306,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,94,28,1,pls ask macho much budget bb bold 2 co saw new one lt gt dollar
5307,"""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?""",0,97,21,2,hi missed call mumhas beendropping red wine theplace adress
5308,Ill be at yours in about 3 mins but look out for me,0,51,13,1,ill 3 min look
5309,What you did in  leave.,0,23,6,1,leave
5310,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,162,42,8,coming back thursday yay gon na ok get money cheer oh yeah everything alright hows school call work
5311,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,82,20,3,jolly good way give u ticket sat eve speak x
5312,"yeah, that's what I was thinking",0,32,8,1,yeah thinking
5313,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,146,34,1,going tirunelvali week see uncle already spend amount taking dress want give feb 1
5314,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0,121,25,2,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling
5315,My sister going to earn more than me da.,0,40,10,1,sister going earn da
