Quotes,Writter name
It wasnt on a balance I told them that if they wanted it to tote and ride on a balance they would have to  ,William Faulkner
A sad soul can kill you quicker far quicker than a germ,John Steinbeck
As he gazed at it suddenly Sam understood almost with a shock that this stronghold had been built not to keep enemies out of Mordor but to keep them in,J.R.R. Tolkien
I thanked Captain Nemo and went up to the shelves of the library Works on science morals and literature abounded in every language but I did not see one single work on political economy that subject appeared to be strictly proscribed Strange to say all these books were irregularly arranged in whatever language they were written and this medley proved that the Captain of the Nautilus must have read indiscriminately the books which he took up by chance,Jules Verne
So whether youre interested in funny Shakespeare quotes classic lines about  or Shakespeare love quotes weve got the alltime  for you,William Shakespeare
"Leopards break into the temple and drink to the dregs what is in the sacrificial pitchers this is repeated over and over again finally it can be calculated in advance and it becomes a part of the ceremonyLeoparden brechen in den Tempel ein und saufen die Opferkrge leer das wiederholt sich immer wieder schlielich kann man es vorausberechnen und es wird ein Teil der Zeremonie
    
  ","Franz Kafka,"
His wealth is of no use to him He dont do any good with it    I am sorry for him I couldnt be angry with him if I tried Who suffers by his ill whims Himself always,Charles Dickens
 A young woman in love always looks like patience on a monument smiling at grief,William Shakespeare
,William Shakespeare
And youre with me And the journeys finished But after coming all that way I dont want to give up yet Its not like me somehow if you understand,J.R.R. Tolkien
They say the seeds of what we will do are in all of us but it always seemed to me that in those who make jokes in life the seeds are covered with better soil and with a higher grade of manure,Ernest Hemingway
People like us dont go out at night cause people like them see us for what we are,Charles Dickens
"Not everything written on Kafka is Kafkology How then to define Kafkology By a tautology Kafkology is discourse for Kafkologizing Kafka For replacing Kafka with the Kafkologized Kafka
    
  ","Milan Kundera,"
Blessed with so many resources within myself the world was not necessary to me I could do very well without it,Jane Austen
The game was in his eyes a contest a struggle with a difficulty yet a motionless unwearying struggle congenial to his tastes,Jules Verne
How little we know of what there is to know,Ernest Hemingway
May the judge disappear and the philosopher continue the peaceful exploration of the sea,Jules Verne
 One touch of  makes the whole world kin,William Shakespeare
Time will explain,Jane Austen
Robert Cohn was once middleweight boxing champion of Princeton Do not think I am very much impressed by that as a boxing title but it meant a lot to Cohn He cared nothing for boxing in fact he disliked it but he learned it painfully and thoroughly to counteract the feeling of inferiority and shyness he had felt on being treated as a Jew at Princeton,Ernest Hemingway
The pain of parting is nothing to the joy of meeting again,Charles Dickens
 he had stuck to his master all the way that was what he had chiefly come for and he would still stick to him His master would not go to Mordor alone,J.R.R. Tolkien
He then departed to make himself still more interesting in the midst of a heavy rain,Jane Austen
Justice worketh only within the bonds of things as they are and therefore though Justice is itself good and desireth no further evil it can but perpetuate the evil that was and doth not prevent it from the bearing of fruit in sorrow,J.R.R. Tolkien
 All the worlds a stage and all the men and women merely players They have their exits and their entrances and one man in his time plays many parts,William Shakespeare
I had learned already never to empty the well of my writing,Ernest Hemingway
The role of the artist is to ask questions not answer them,Anton Chekhov
The consequences of every act are included in the act itself,George Orwell
 Love sought is good but given unsought is better,William Shakespeare
I certainly must said she This sensation of listlessness weariness stupidity this disinclination to sit down and employ myself this feeling of everythings being dull and insipid about the house I must be in love I should be the oddest creature in the world if I were not,Jane Austen
